id,title,authors,year,venue,search_strings,v1_decision,v1_reason,v2_decision,v2_reason
505,TrickyBugs: A Dataset of Corner-case Bugs in Plausible Programs,"Liu, Kaibo; Han, Yudong; Liu, Yiyang; Chen, Zhenpeng; Zhang, Jie M.; Sarro, Federica; Huang, Gang; Ma, Yun",2024,Proceedings of the 21st International Conference on Mining Software Repositories,"String A, String B, String C",EXCLUDE,"EC-O - Tập dữ liệu về lỗi lập trình, không tập trung vào sinh unit test bằng LLM",x,
506,Triton-Sanitizer: A Fast and Device-Agnostic Memory Sanitizer for Triton with Rich Diagnostic Context,"Wu, Hao; Zhao, Qidong; Chen, Songqing; Chen, Yang; Hao, Yueming; Liu, Tony Cw; Chen, Sijia; Aziz, Adnan; Zhou, Keren",2026,"Proceedings of the 31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",String A,EXCLUDE,EC-O - Công cụ sanitizer phát hiện lỗi bộ nhớ cho Triton GPU,x,
507,Tutorial Report on Legacy Software Modernization: A Journey From Non-AI to Generative AI Approaches,"Agarwal, Shivali; Chimalakonda, Sridhar; Krishnan, Saravanan; Kanvar, Vini; Shah, Samveg",2024,Proceedings of the 17th Innovations in Software Engineering Conference,String A,EXCLUDE,EC-N - Báo cáo Tutorial về hiện đại hóa phần mềm cũ.,x,
508,TypeNFuzz: Dynamic Type-aware Object Dependence Graph-Guided Fuzzing for JavaScript Library Bug Discovery,"Zeng, Yishun; Wu, Yue; Zhang, Chao",2026,ACM Transactions on Software Engineering and Methodology,"String A, String B, String C",EXCLUDE,EC-O - Kiểm thử thư viện JavaScript (Node.js),x,
509,UAgent: Adversarial Co-evolution for Targeted Bug Revelation in Unit Testing,"Fu, Yulong; Zhang, Yingtong",2025,Proceedings of the 2025 Workshop on Recent Advances in Resilient and Trustworthy MAchine learning-driveN systems,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Khung làm việc đối kháng đa tác nhân sinh unit test Java/Python)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
510,UPBEAT: Test Input Checks of Q# Quantum Libraries,"Hu, Tianmin; Ye, Guixin; Tang, Zhanyong; Tan, Shin Hwei; Wang, Huanting; Li, Meng; Wang, Zheng",2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,"String A, String B",EXCLUDE,EC-O - Fuzzing các thư viện lượng tử Q#,x,
511,UTFix: Change Aware Unit Test Repairing using LLM,"Rahman, Shanto; Kuhar, Sachit; Cirisci, Berk; Garg, Pranav; Wang, Shiqi; Ma, Xiaofei; Deoras, Anoop; Ray, Baishakhi",2025,Proceedings of the ACM on Programming Languages,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Sửa lỗi và sinh unit test Python khi mã nguồn thay đổi bằng LLM)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
512,Uncovering API-Scope Misalignment in the App-in-App Ecosystem,"Che, Jiarui; Guo, Chenkai; Dong, Naipeng; Pei, Jiaqi; Fan, Lingling; Mi, Xun; Xie, Xueshuo; Luo, Xiangyang; Liu, Zheli; Cheng, Renhong",2025,Proceedings of the ACM on Software Engineering,String A,EXCLUDE,EC-O - Kiểm thử bảo mật/phạm vi API cho MiniApps,x,
513,Understandable Test Generation Through Capture/Replay and LLMs,"Deljouyi, Amirhossein",2024,Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Nghiên cứu sinh unit test Java từ End-to-End test dùng LLM)",EXCLUDE,EC-S - Bài báo dưới 4 trang (bài hội thảo nghiên cứu sinh 3 trang) và EC-N - Không có bảng biểu/hình ảnh thực nghiệm định lượng.
514,Understanding Inconsistent State Update Vulnerabilities in Smart Contracts,"Li, Lantian; Chen, Yuyu; Wu, Jingwen; Pan, Yue; Yu, Zhongxing",2026,ACM Transactions on Software Engineering and Methodology,"String A, String B",EXCLUDE,EC-O - Nghiên cứu lỗ hổng cập nhật trạng thái trong Smart Contract,x,
515,Understanding Open Source Contributor Profiles in Popular Machine Learning Libraries,"Liu, Jiawen; Zhang, Haoxiang; Zou, Ying",2026,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-O - Nghiên cứu hồ sơ người đóng góp cho thư viện OSS Machine Learning,x,
516,Understanding Self-Admitted Technical Debt in Test Code: An Empirical Study,"Nakamura, Ibuki; Kashiwa, Yutaro; Lin, Bin; Iida, Hajimu",2026,ACM Transactions on Software Engineering and Methodology,String B,EXCLUDE,EC-O - Nghiên cứu nợ kỹ thuật trong mã kiểm thử,x,
517,Unearthing Semantic Checks for Cloud Infrastructure-as-Code Programs,"Qiu, Yiming; Kon, Patrick Tser Jern; Beckett, Ryan; Chen, Ang",2024,Proceedings of the ACM SIGOPS 30th Symposium on Operating Systems Principles,String A,EXCLUDE,"EC-O - Kiểm tra ngữ nghĩa cho mã hạ tầng (IaC), không phải unit test Java/Python.",x,
518,UniLog: Automatic Logging via LLM and In-Context Learning,"Xu, Junjielong; Cui, Ziang; Zhao, Yuan; Zhang, Xu; He, Shilin; He, Pinjia; Li, Liqun; Kang, Yu; Lin, Qingwei; Dang, Yingnong; Rajmohan, Saravan; Zhang, Dongmei",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,String A,EXCLUDE,EC-O - Tự động tạo câu lệnh logging,x,
519,UniTSyn: A Large-Scale Dataset Capable of Enhancing the Prowess of Large Language Models for Program Testing,"He, Yifeng; Huang, Jiabo; Rong, Yuyang; Guo, Yiwen; Wang, Ethan; Chen, Hao",2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Tập dữ liệu focal-test quy mô lớn để huấn luyện LLM sinh unit test)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
520,Unit Test Generation using Generative AI : A Comparative Performance Analysis of Autogeneration Tools,"Bhatia, Shreya; Gandhi, Tarushi; Kumar, Dhruv; Jalote, Pankaj",2024,Proceedings of the 1st International Workshop on Large Language Models for Code,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (So sánh ChatGPT và Pynguin trong sinh unit test Python)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
521,Unit Test Generation using Large Language Models for Unity Game Development,"Paduraru, Ciprian; Stefanescu, Alin; Jianu, Augustin",2024,Proceedings of the 1st ACM International Workshop on Foundations of Applied Software Engineering for Games,"String A, String B, String C",EXCLUDE,"EC-O - Sinh unit test cho C++ và C# trong game Unity, không phải Java/Python",x,
522,UnitCon: Synthesizing Targeted Unit Tests for Java Runtime Exceptions,"Jang, Sujin; Ryou, Yeonhee; Lee, Heewon; Heo, Kihong",2025,Proceedings of the ACM on Software Engineering,"String A, String B",INCLUDE,"IC-P, IC-I, IC-E (Sinh unit test hướng mục tiêu cho ngoại lệ Java)",EXCLUDE,EC-O - Kiểm thử truyền thống không dùng LLM; UnitCon dùng phân tích tĩnh (Infer) và tổng hợp chương trình dựa trên cú pháp/liệt kê
523,Unprecedented Code Change Automation: The Fusion of LLMs and Transformation by Example,"Dilhara, Malinda; Bellur, Abhiram; Bryksin, Timofey; Dig, Danny",2024,Proceedings of the ACM on Software Engineering,"String A, String B",EXCLUDE,EC-O - Tự động hóa thay đổi mã nguồn theo mẫu (Code change patterns),x,
524,Unrestricted Use of LLMs in a Software Project Course: Student Perceptions on Learning and Impact on Course Performance,"Korpimies, Kai; Laaksonen, Antti; Luukkainen, Matti",2024,Proceedings of the 24th Koli Calling International Conference on Computing Education Research,"String A, String B, String C",EXCLUDE,EC-O - Nghiên cứu giáo dục về cảm nhận của sinh viên khi dùng LLM,x,
525,Unveiling Code Pre-Trained Models: Investigating Syntax and Semantics Capacities,"Ma, Wei; Liu, Shangqing; Zhao, Mengjie; Xie, Xiaofei; Wang, Wenhang; Hu, Qiang; Zhang, Jie; Liu, Yang",2024,ACM Transactions on Software Engineering and Methodology,"String A, String B",EXCLUDE,EC-O - Phân tích khả năng hiểu code của mô hình,x,
526,Unveiling the Role of ChatGPT in Software Development: Insights from Developer-ChatGPT Interactions on GitHub,"Li, Ruiyin; Liang, Peng; Wang, Yifei; Cai, Yangxiao; Sun, Weisong; Li, Zengyang",2026,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-O - Phân tích tương tác giữa lập trình viên và ChatGPT trên GitHub,x,
527,Use of ChatGPT as an Assistant in the End-to-End Test Script Generation for Android Apps,"García, Boni; Leotta, Maurizio; Ricca, Filippo; Whitehead, Jim",2024,"Proceedings of the 15th ACM International Workshop on Automating Test Case Design, Selection and Evaluation",String A,EXCLUDE,"EC-O - Kiểm thử mức hệ thống (End-to-End) cho Android sử dụng Gherkin, không phải unit testing",x,
528,Using GitHub Copilot for Test Generation in Python: An Empirical Study,"El Haji, Khalid; Brandt, Carolin; Zaidman, Andy",2024,Proceedings of the 5th ACM/IEEE International Conference on Automation of Software Test (AST 2024),"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Nghiên cứu thực nghiệm sinh unit test Python bằng GitHub Copilot)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
529,Using Large Language Models to Generate JUnit Tests: An Empirical Study,"Siddiq, Mohammed Latif; Da Silva Santos, Joanna Cecilia; Tanvir, Ridwanul Hasan; Ulfat, Noshin; Al Rifat, Fahmid; Carvalho Lopes, Vinícius",2024,Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Nghiên cứu thực nghiệm sinh unit test JUnit cho Java bằng LLM)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E "
530,Using a Large Language Model as a Building Block to Generate UsableValidation and Verification Suite for OpenMP,"Pophale, Swaroop; Elwasif, Wael; Bernholdt, David E.",2025,Proceedings of the International Conference on High Performance Computing in Asia-Pacific Region,String A,EXCLUDE,"EC-O - Kiểm thử các tính năng đặc thù của OpenMP bằng C/Fortran, không phải unit testing Java/Python",x,
531,VL-DynaRefine: A Vision-Language Dynamic Refinement Approach for Visual Reasoning,"Ma, Jing; Sun, Haochen; Zang, Zeyuan; Feng, Fangxiang; Yuan, Caixia; Ren, Lei; Jiang, Huixing; Chen, Wei; Wang, Xiaojie",2025,Proceedings of the 33rd ACM International Conference on Multimedia,String A,EXCLUDE,EC-O - Tiếp cận tinh chỉnh cho suy luận hình ảnh,x,
532,VLATest: Testing and Evaluating Vision-Language-Action Models for Robotic Manipulation,"Wang, Zhijie; Zhou, Zhehua; Song, Jiayang; Huang, Yuheng; Shu, Zhan; Ma, Lei",2025,Proceedings of the ACM on Software Engineering,String B,EXCLUDE,EC-O - Kiểm thử mô hình điều khiển robot,x,
533,VUI Testing of VPA Apps via Behavior Model-Enhanced LLM Agents,"Li, Suwan; Bu, Lei; Liu, Shangqing; Bai, Guangdong; Xie, Fuman; Chen, Kai; Yue, Chang",2025,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-O - Kiểm thử ứng dụng di động dựa trên giọng nói (VUI),x,
534,Validating JIT Compilers via Compilation Space Exploration,"Li, Cong; Jiang, Yanyan; Xu, Chang; Su, Zhendong",2025,ACM Transactions on Computer Systems,String B,EXCLUDE,EC-O - Kiểm thử trình biên dịch JIT cho JVM không phải unit test hàm,x,
535,Validating Network Protocol Parsers with Traceable RFC Document Interpretation,"Zheng, Mingwei; Xie, Danning; Shi, Qingkai; Wang, Chengpeng; Zhang, Xiangyu",2025,Proceedings of the ACM on Software Engineering,String A,EXCLUDE,"EC-O - Kiểm thử trình phân tích giao thức mạng, không phải unit testing Java/Python.",x,
536,Variable Renaming-Based Adversarial Test Generation for Code Model: Benchmark and Enhancement,"Wen, Jin; Hu, Qiang; Guo, Yuejun; Cordy, Maxime; Traon, Yves Le",2026,ACM Transactions on Software Engineering and Methodology,"String A, String B",EXCLUDE,EC-O - Sinh test case đối kháng (Adversarial) để đánh giá mô hình mã nguồn,x,
537,ViseGPT: Towards Better Alignment of LLM-generated Data Wrangling Scripts and User Prompts,"Zhu, Jiajun; Cheng, Xinyu; Luo, Zhongsu; Zhou, Yunfan; Shu, Xinhuan; Weng, Di; Wu, Yingcai",2025,Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology,String A,EXCLUDE,EC-O - Kiểm thử/xác thực kịch bản xử lý dữ liệu (data wrangling),x,
538,Vision Transformer Inspired Automated Vulnerability Repair,"Fu, Michael; Nguyen, Van; Tantithamthavorn, Chakkrit; Phung, Dinh; Le, Trung",2024,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-O - Sửa lỗi bảo mật tự động (APR),x,
539,Vision-Based Mobile App GUI Testing: A Survey,"Yu, Shengcheng; Fang, Chunrong; Tuo, Ziyuan; Zhang, Quanjun; Chen, Chunyang; Chen, Zhenyu; Su, Zhendong",2026,ACM Computing Surveys,String A,EXCLUDE,EC-N - Bài khảo sát (Survey) về kiểm thử GUI di động dựa trên thị giác.,x,
540,WACANA: A Concolic Analyzer for Detecting On-chain Data Vulnerabilities in WASM Smart Contracts,"Wang, Wansen; Tu, Caichang; Meng, Zhaoyi; Huang, Wenchao; Xiong, Yan",2026,ACM Transactions on Software Engineering and Methodology,String B,EXCLUDE,EC-O - Phân tích lỗ hổng cho Smart Contract trên WASM,x,
541,WASIT: Deep and Continuous Differential Testing of WebAssembly System Interface Implementations,"Hu, Yage; Zhang, Wen; Xiao, Botang; Kong, Qingchen; Yi, Boyang; Ji, Suxin; Wang, Songlan; Wang, Wenwen",2025,Proceedings of the ACM SIGOPS 31st Symposium on Operating Systems Principles,String B,EXCLUDE,EC-O - Kiểm thử hệ thống WebAssembly (WASI),x,
542,When Fine-Tuning LLMs Meets Data Privacy: An Empirical Study of Federated Learning in LLM-Based Program Repair,"Luo, Wenqiang; Keung, Jacky Wai; Yang, Boyang; Ye, He; Goues, Claire Le; Bissyandé, Tegawendé F.; Tian, Haoye; Le, Bach",2026,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-O - Sửa lỗi chương trình tự động (APR) và quyền riêng tư,x,
543,When Fuzzing Meets LLMs: Challenges and Opportunities,"Jiang, Yu; Liang, Jie; Ma, Fuchen; Chen, Yuanliang; Zhou, Chijin; Shen, Yuheng; Wu, Zhiyong; Fu, Jingzhou; Wang, Mingzhe; Li, Shanshan; Zhang, Quan",2024,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,String B,EXCLUDE,EC-N - Bài viết về thách thức và cơ hội của Fuzzing và LLM,x,
544,When Specifications Meet Reality: Uncovering API Inconsistencies in Ethereum Infrastructure,"Ma, Jie; He, Ningyu; Xi, Jinwen; Xing, Mingzhe; Liu, Liangxin; Luo, Jiushenzi; Fu, Xiaopeng; Wu, Chiachih; Wang, Haoyu; Gao, Ying; Yue, Yinliang",2026,Proceedings of the ACM on Programming Languages,"String A, String B",EXCLUDE,EC-O - Kiểm thử API hạ tầng Ethereum,x,
545,WhiteFox: White-Box Compiler Fuzzing Empowered by Large Language Models,"Yang, Chenyuan; Deng, Yinlin; Lu, Runyu; Yao, Jiayi; Liu, Jiawei; Jabbarvand, Reyhaneh; Zhang, Lingming",2024,Proceedings of the ACM on Programming Languages,"String A, String B",EXCLUDE,EC-O - Kiểm thử trình biên dịch (Compiler fuzzing),x,
546,WildSync: Automated Fuzzing Harness Synthesis via Wild API Usage Recovery,"Wu, Wei-Cheng; Nagy, Stefan; Hauser, Christophe",2025,Proceedings of the ACM on Software Engineering,"String A, String B",EXCLUDE,EC-O - Sinh kịch bản fuzzing cho thư viện C/C++,x,
547,Wire Your Way: Hardware-Contextualized Guidance and In-situ Tests for Personalized Circuit Prototyping,"Lertjaturaphat, Punn; Rhee, Jungwoo; You, Jaewon; Bianchi, Andrea",2026,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,String A,EXCLUDE,EC-O - Hỗ trợ thiết kế mạch điện phần cứng không phải unit test phần mềm.,x,
548,"You Name It, I Run It: An LLM Agent to Execute Tests of Arbitrary Projects","Bouzenia, Islem; Pradel, Michael",2025,Proceedings of the ACM on Software Engineering,"String A, String B",EXCLUDE,"EC-O - Tác nhân thực thi test suite tự động, không phải sinh unit test",x,
549,ZS4C: Zero-Shot Synthesis of Compilable Code for Incomplete Code Snippets Using LLMs,"Kabir, Azmain; Wang, Shaowei; Tian, Yuan; Chen, Tse-Hsun (Peter); Asaduzzaman, Muhammad; Zhang, Wenbin",2025,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-O - Sinh mã nguồn hoàn thiện cho các đoạn mã thiếu thư viện,x,
550,ZTaint-Havoc: From Havoc Mode to Zero-Execution Fuzzing-Driven Taint Inference,"Xie, Yuchong; Zhang, Wenhui; She, Dongdong",2025,Proceedings of the ACM on Software Engineering,String B,EXCLUDE,EC-O - Suy luận vết nhúng (Taint inference) cho Fuzzing,x,
551,[No title found],,2024,Proceedings of the 17th Innovations in Software Engineering Conference,String A,EXCLUDE,EC-O - Lỗi thông tin file dữ liệu rỗng,x,
552,kS-LLM: k-Step based Automatic LLM Test Case Generator using Caching Mechanism to Achieve Higher Code Coverage,"Sharma, Anand; Vivek, Yelleti; Godboley, Sangharatna; Krishna, P. Radha",2026,Proceedings of the 19th Innovations in Software Engineering Conference,"String A, String B, String C",EXCLUDE,"EC-O - Sinh test case cho chương trình C, không phải Java/Python",x,
